character,skillType,skillTitle,type,label,lv10
秧秧·玄翎,共鸣解放,裁羽寂万音,damage,玄翎之影伤害,337.98%
秧秧·玄翎,变奏技能,羽挟苍空,damage,羽挟苍空伤害,116.59%
漂泊者-女-导电,常态攻击,止戈,damage,普攻第一段伤害,51.08%
漂泊者-女-导电,常态攻击,止戈,damage,普攻第二段伤害,26.00%+39.00%
漂泊者-女-导电,常态攻击,止戈,damage,普攻第三段伤害,13.27%*7
漂泊者-女-导电,常态攻击,止戈,damage,普攻第四段伤害,72.82%+109.22%
漂泊者-女-导电,常态攻击,止戈,damage,普攻·逆转一击伤害,55.95%
漂泊者-女-导电,常态攻击,止戈,damage,普攻·逆转一击·崩解伤害,59.43%
漂泊者-女-导电,常态攻击,止戈,damage,空中攻击·湮灭第一段伤害,32.43%
漂泊者-女-导电,常态攻击,止戈,damage,空中攻击·湮灭第二段伤害,37.16%
漂泊者-女-导电,常态攻击,止戈,damage,空中攻击·湮灭第三段伤害,37.54%+37.54%+38.68%
漂泊者-女-导电,常态攻击,止戈,damage,空中攻击伤害,104.94%
漂泊者-女-导电,常态攻击,止戈,damage,闪避反击伤害,74.25%+74.25%
漂泊者-女-导电,常态攻击,止戈,damage,空中闪避反击伤害,188.44%
漂泊者-女-导电,共鸣技能,雷引,damage,技能伤害,100.20%*2
漂泊者-女-导电,共鸣技能,雷引,damage,普攻·克敌伤害,56.12%+84.17%
漂泊者-女-导电,共鸣回路,天机万象,damage,超负荷伤害,80.72%*7+423.77%+423.77%
漂泊者-女-导电,共鸣回路,天机万象,damage,千声翻涌·衍射第一段伤害,99.12%
漂泊者-女-导电,共鸣回路,天机万象,damage,千声翻涌·衍射第二段伤害,49.06%+49.06%+65.41%
漂泊者-女-导电,共鸣回路,天机万象,damage,千声翻涌·衍射第三段伤害,102.06%+153.08%
漂泊者-女-导电,共鸣回路,天机万象,damage,千声翻涌·湮灭第一段伤害,14.98%*3+104.82%
漂泊者-女-导电,共鸣回路,天机万象,damage,千声翻涌·湮灭第二段伤害,13.83%*4+82.98%
漂泊者-女-导电,共鸣回路,天机万象,damage,千声翻涌·湮灭第三段伤害,62.51%+62.51%+20.84%+20.84%+20.84%+20.84%
漂泊者-女-导电,共鸣回路,天机万象,damage,千声翻涌·剑止万律伤害,47.07%*5+235.33%
漂泊者-女-导电,共鸣回路,天机万象,damage,千声翻涌·气动伤害,158.09%
漂泊者-女-导电,共鸣回路,天机万象,damage,千声翻涌·湮灭空中攻击第一段伤害,50.63%
漂泊者-女-导电,共鸣回路,天机万象,damage,千声翻涌·湮灭空中攻击第二段伤害,63.82%
漂泊者-女-导电,共鸣回路,天机万象,damage,千声翻涌·湮灭空中攻击第三段伤害,91.51%+91.51%+94.28%
漂泊者-女-导电,共鸣回路,天机万象,damage,千声翻涌·气动空中攻击第一段伤害,84.61%
漂泊者-女-导电,共鸣回路,天机万象,damage,千声翻涌·气动空中攻击第二段伤害,97.41%
漂泊者-女-导电,共鸣回路,天机万象,damage,千声翻涌·气动下落攻击伤害,282.48%
漂泊者-女-导电,共鸣回路,天机万象,damage,雷陨伤害,39.77%
漂泊者-女-导电,共鸣解放,最终战略,damage,技能伤害,1192.86%
漂泊者-女-导电,变奏技能,不啻惊雷,damage,技能伤害,33.41%*2+100.21%
漂泊者-男-导电,常态攻击,止戈,damage,普攻第一段伤害,51.08%
漂泊者-男-导电,常态攻击,止戈,damage,普攻第二段伤害,26.00%+39.00%
漂泊者-男-导电,常态攻击,止戈,damage,普攻第三段伤害,13.27%*7
漂泊者-男-导电,常态攻击,止戈,damage,普攻第四段伤害,72.82%+109.22%
漂泊者-男-导电,常态攻击,止戈,damage,普攻·逆转一击伤害,55.95%
漂泊者-男-导电,常态攻击,止戈,damage,普攻·逆转一击·崩解伤害,59.43%
漂泊者-男-导电,常态攻击,止戈,damage,空中攻击·湮灭第一段伤害,32.43%
漂泊者-男-导电,常态攻击,止戈,damage,空中攻击·湮灭第二段伤害,37.16%
漂泊者-男-导电,常态攻击,止戈,damage,空中攻击·湮灭第三段伤害,37.54%+37.54%+38.68%
漂泊者-男-导电,常态攻击,止戈,damage,空中攻击伤害,104.94%
漂泊者-男-导电,常态攻击,止戈,damage,闪避反击伤害,74.25%+74.25%
漂泊者-男-导电,常态攻击,止戈,damage,空中闪避反击伤害,188.44%
漂泊者-男-导电,共鸣技能,雷引,damage,技能伤害,100.20%*2
漂泊者-男-导电,共鸣技能,雷引,damage,普攻·克敌伤害,56.12%+84.17%
漂泊者-男-导电,共鸣回路,天机万象,damage,超负荷伤害,80.72%*7+423.77%+423.77%
漂泊者-男-导电,共鸣回路,天机万象,damage,千声翻涌·衍射第一段伤害,99.12%
漂泊者-男-导电,共鸣回路,天机万象,damage,千声翻涌·衍射第二段伤害,49.06%+49.06%+65.41%
漂泊者-男-导电,共鸣回路,天机万象,damage,千声翻涌·衍射第三段伤害,102.06%+153.08%
漂泊者-男-导电,共鸣回路,天机万象,damage,千声翻涌·湮灭第一段伤害,14.98%*3+104.82%
漂泊者-男-导电,共鸣回路,天机万象,damage,千声翻涌·湮灭第二段伤害,13.83%*4+82.98%
漂泊者-男-导电,共鸣回路,天机万象,damage,千声翻涌·湮灭第三段伤害,62.51%+62.51%+20.84%+20.84%+20.84%+20.84%
漂泊者-男-导电,共鸣回路,天机万象,damage,千声翻涌·剑止万律伤害,47.07%*5+235.33%
漂泊者-男-导电,共鸣回路,天机万象,damage,千声翻涌·气动伤害,158.09%
漂泊者-男-导电,共鸣回路,天机万象,damage,千声翻涌·湮灭空中攻击第一段伤害,50.63%
漂泊者-男-导电,共鸣回路,天机万象,damage,千声翻涌·湮灭空中攻击第二段伤害,63.82%
漂泊者-男-导电,共鸣回路,天机万象,damage,千声翻涌·湮灭空中攻击第三段伤害,91.51%+91.51%+94.28%
漂泊者-男-导电,共鸣回路,天机万象,damage,千声翻涌·气动空中攻击第一段伤害,84.61%
漂泊者-男-导电,共鸣回路,天机万象,damage,千声翻涌·气动空中攻击第二段伤害,97.41%
漂泊者-男-导电,共鸣回路,天机万象,damage,千声翻涌·气动下落攻击伤害,282.48%
漂泊者-男-导电,共鸣回路,天机万象,damage,雷陨伤害,39.77%
漂泊者-男-导电,共鸣解放,最终战略,damage,技能伤害,1192.86%
漂泊者-男-导电,变奏技能,不啻惊雷,damage,技能伤害,33.41%*2+100.21%
陆·赫斯,常态攻击,光犹如此,damage,普攻第一段伤害,40.56%+40.56%
陆·赫斯,常态攻击,光犹如此,damage,普攻第二段伤害,60.16%+90.24%
陆·赫斯,常态攻击,光犹如此,damage,普攻第三段伤害,5.02%*30
陆·赫斯,常态攻击,光犹如此,damage,普攻第四段伤害,96.33%
陆·赫斯,常态攻击,光犹如此,damage,重击伤害,91.26%
陆·赫斯,常态攻击,光犹如此,damage,空中攻击第一段伤害,57.46%
陆·赫斯,常态攻击,光犹如此,damage,空中攻击第二段·镰刀·剖解伤害,28.23%+28.23%+37.63%
陆·赫斯,常态攻击,光犹如此,damage,空中攻击第三段·镰刀·剖解伤害,42.93%+42.93%+57.24%
陆·赫斯,常态攻击,光犹如此,damage,空中攻击第二段·镰刀·裁断伤害,50.42%+50.42%
陆·赫斯,常态攻击,光犹如此,damage,空中攻击第三段·镰刀·裁断伤害,74.92%+74.92%
陆·赫斯,常态攻击,光犹如此,damage,空中攻击第四段伤害,104.78%
陆·赫斯,常态攻击,光犹如此,damage,地面闪避反击伤害,125.90%+125.90%
陆·赫斯,常态攻击,光犹如此,damage,空中闪避反击伤害,256.87%
陆·赫斯,共鸣技能,所有陨落在此重逢,damage,流金回潮伤害,201.20%
陆·赫斯,共鸣技能,所有陨落在此重逢,damage,斩杀日冕·环伤害,26.56%*5+88.53%
陆·赫斯,共鸣技能,所有陨落在此重逢,damage,斩杀日冕·破伤害,95.91%*3
陆·赫斯,共鸣技能,所有陨落在此重逢,damage,斩杀日冕·曜伤害,354.11%
陆·赫斯,共鸣技能,所有陨落在此重逢,damage,普攻·流金贯行伤害,155.47%
陆·赫斯,共鸣技能,所有陨落在此重逢,damage,日髓阵列伤害,153.45%
陆·赫斯,共鸣回路,自霜中诞生的火光,damage,判决大地裂响伤害,306.90%
陆·赫斯,共鸣回路,自霜中诞生的火光,damage,日髓碎刃伤害（每0.15秒）,10
陆·赫斯,共鸣解放,于永冻中释义,damage,技能伤害,745.54%+49.71%*5
陆·赫斯,变奏技能,注入黎明以前,damage,技能伤害,72.67%*3
琳奈,常态攻击,泛彩流光,damage,普攻第一段伤害,86.19%
琳奈,常态攻击,泛彩流光,damage,普攻第二段伤害,52.39%+52.39%+52.39%
琳奈,常态攻击,泛彩流光,damage,普攻第三段伤害,123.37%
琳奈,常态攻击,泛彩流光,damage,闪避反击伤害,239.97%
琳奈,常态攻击,泛彩流光,damage,空中攻击伤害,14.37%+129.28%
琳奈,常态攻击,泛彩流光,damage,普攻·灵感碰撞·1级伤害,55.56%*2
琳奈,常态攻击,泛彩流光,damage,普攻·灵感碰撞·2级伤害,166.67%*2
琳奈,常态攻击,泛彩流光,damage,普攻·灵感碰撞·3级伤害,277.78%*2
琳奈,常态攻击,泛彩流光,damage,绮彩巡游·普攻第一段伤害,82.81%
琳奈,常态攻击,泛彩流光,damage,绮彩巡游·普攻第二段伤害,38.87%*2
琳奈,常态攻击,泛彩流光,damage,绮彩巡游·普攻第三段伤害,37.75%*3
琳奈,常态攻击,泛彩流光,damage,绮彩巡游·普攻第四段伤害,29.75%*2+44.62%+44.62%
琳奈,常态攻击,泛彩流光,damage,绮彩巡游·普攻第五段伤害,75.54%+15.11%*5+100.72%
琳奈,常态攻击,泛彩流光,damage,绮彩巡游·地面重击伤害,17.63%*7
琳奈,常态攻击,泛彩流光,damage,绮彩巡游·跃动集束伤害,104.78%
琳奈,常态攻击,泛彩流光,damage,绮彩巡游·空中攻击伤害,14.37%+129.28%
琳奈,常态攻击,泛彩流光,damage,绮彩巡游·空中重击伤害,34.77%*7
琳奈,共鸣技能,琳奈式创想,damage,琳奈式创想伤害,139.31%+46.44%*3
琳奈,共鸣技能,琳奈式创想,damage,加色混合伤害,116.31%*2
琳奈,共鸣回路,色光混合律,damage,普攻·虹彩飞溅伤害,304.18%
琳奈,共鸣回路,色光混合律,damage,普攻·视觉冲击伤害,1216.72%
琳奈,共鸣回路,色光混合律,damage,震谐响应·光谱解析伤害,1880.75%
琳奈,共鸣解放,爆炸喷涂,damage,爆炸喷涂伤害,87.48%*10
琳奈,共鸣解放,爆炸喷涂,damage,普攻·向着多彩的明天！伤害,8.38%*12+10.05%*10
琳奈,变奏技能,来点儿颜色瞧瞧！,damage,来点儿颜色瞧瞧！伤害,22.48%*10
洛瑟菈,常态攻击,抓拍,damage,普攻第一段伤害,59.29%
洛瑟菈,常态攻击,抓拍,damage,普攻第二段伤害,26.89%+40.34%
洛瑟菈,常态攻击,抓拍,damage,普攻第三段·乏善可陈伤害,159.55%
洛瑟菈,常态攻击,抓拍,damage,普攻第三段·可圈可点伤害,235.27%
洛瑟菈,常态攻击,抓拍,damage,空中攻击伤害,86.29%
洛瑟菈,常态攻击,抓拍,damage,闪避反击伤害,67.83%+82.90%
洛瑟菈,共鸣技能,幻象定帧,damage,幻象定帧伤害,13.26%*3
洛瑟菈,共鸣技能,幻象定帧,damage,补光伤害,249.07%
洛瑟菈,共鸣技能,幻象定帧,damage,追光伤害,82.35%+82.35%+274.48%+109.80%
洛瑟菈,共鸣回路,记忆宫殿,damage,遗忘伤害,285.48%
洛瑟菈,共鸣解放,历历在目,damage,历历在目伤害,142.74%
洛瑟菈,共鸣解放,历历在目,damage,普攻·溯念留形第一段伤害,30.64%+45.95%
洛瑟菈,共鸣解放,历历在目,damage,普攻·溯念留形第二段伤害,59.77%+89.65%
洛瑟菈,共鸣解放,历历在目,damage,普攻·溯念留形第三段伤害,52.12%*8
洛瑟菈,共鸣解放,历历在目,damage,断舍离伤害,84.81%*3+593.64%
洛瑟菈,共鸣解放,历历在目,damage,空中攻击·追忆伤害,110.94%
洛瑟菈,共鸣解放,历历在目,damage,闪避反击·追忆伤害,115.55%+141.22%
洛瑟菈,变奏技能,剪辑,damage,剪辑伤害,97.42%
洛瑟菈,变奏技能,剪辑,damage,剪辑·硬切伤害,149.41%
露西,常态攻击,靶定线程,damage,普攻第一段伤害,12.15%*6+48.59%
露西,常态攻击,靶定线程,damage,普攻第二段伤害,20.66%+20.05%*2
露西,常态攻击,靶定线程,damage,普攻第三段伤害,36.06%+36.06%+48.08%
露西,常态攻击,靶定线程,damage,普攻第四段伤害,31.02%+15.51%*3+38.77%+38.77%
露西,常态攻击,靶定线程,damage,重击第一段伤害,22.10%+22.10%+29.47%
露西,常态攻击,靶定线程,damage,重击第二段伤害,56.86%*2+18.96%*3+56.86%+56.86%
露西,常态攻击,靶定线程,damage,空中攻击伤害,58.16%+58.16%
露西,常态攻击,靶定线程,damage,闪避反击伤害,59.32%+79.09%+59.32%
露西,常态攻击,靶定线程,damage,空中攻击·算法压缩伤害,62.63%+62.63%
露西,常态攻击,靶定线程,damage,闪避反击·算法压缩伤害,38.97%+38.97%+38.97%+38.97%+38.97%
露西,常态攻击,靶定线程,damage,普攻·线程撕裂第一段伤害,19.49%+19.49%+19.49%+19.49%
露西,常态攻击,靶定线程,damage,普攻·线程撕裂第二段伤害,22.27%+22.27%+22.27%+22.27%+22.27%
露西,常态攻击,靶定线程,damage,普攻·线程撕裂第三段伤害,28.12%+28.12%+28.12%+28.12%+28.12%
露西,常态攻击,靶定线程,damage,普攻·线程撕裂第四段伤害,25.06%+25.06%+25.06%+25.06%+25.06%
露西,常态攻击,靶定线程,damage,重击·单线程伤害,23.39%+23.39%+23.39%+23.39%+23.39%
露西,常态攻击,靶定线程,damage,重击·双线程伤害,33.41%+33.41%+33.41%+33.41%+33.41%
露西,常态攻击,靶定线程,damage,重击·多线程伤害,59.65%+59.65%*3
露西,共鸣技能,协议突破,damage,共鸣技能·有效载荷突进攻击伤害,20.05%+10.03%
露西,共鸣技能,协议突破,damage,共鸣技能·有效载荷追加攻击伤害,40.09%+10.03%+20.05%
露西,共鸣技能,协议突破,damage,共鸣技能·脉冲干扰伤害,30.86%*2+61.72%*3+61.72%
露西,共鸣技能,协议突破,damage,共鸣技能·死锁伤害,51.70%+206.77%
露西,共鸣回路,黑墙深度,damage,骇破响应·数据崩解伤害,1094.19%+68.39%*4偏谐系数
露西,共鸣解放,网络行者,damage,共鸣解放·网络行者·覆写篡改伤害,894.65%
露西,共鸣解放,网络行者,damage,欺骗程式·集群入侵伤害,79.53%
露西,共鸣解放,网络行者,damage,欺骗程式·突触熔融伤害,79.53%
露西,共鸣解放,网络行者,damage,欺骗程式·运动失能伤害,911.83%偏谐系数
露西,共鸣解放,网络行者,damage,共鸣解放·暗网深潜·覆写篡改伤害,1789.29%
露西,变奏技能,过时幻觉,damage,变奏技能·过时幻觉伤害,69.14%+69.14%
丽贝卡,常态攻击,混搭战术,damage,普攻·猎手第一段伤害,36.76%+36.76%
丽贝卡,常态攻击,混搭战术,damage,普攻·猎手第二段伤害,19.13%*4+19.13%
丽贝卡,常态攻击,混搭战术,damage,普攻·猎手第三段伤害,109.85%
丽贝卡,常态攻击,混搭战术,damage,重击·猎手伤害,16.90%+16.90%
丽贝卡,常态攻击,混搭战术,damage,重击·吃枪子吧！·猎手伤害,60.84%+60.84%
丽贝卡,常态攻击,混搭战术,damage,空中攻击·猎手伤害,136.04%
丽贝卡,常态攻击,混搭战术,damage,闪避反击·猎手伤害,211.24%
丽贝卡,常态攻击,混搭战术,damage,战术闪避·猎手伤害,16.90%*4+16.90%
丽贝卡,常态攻击,混搭战术,damage,战术闪避·猎手闪避成功伤害,148.71%
丽贝卡,常态攻击,混搭战术,damage,普攻·铁胆第一段伤害,61.69%+61.69%
丽贝卡,常态攻击,混搭战术,damage,普攻·铁胆第二段伤害,84.50%
丽贝卡,常态攻击,混搭战术,damage,普攻·铁胆第三段伤害,33.77%+33.77%+157.57%
丽贝卡,常态攻击,混搭战术,damage,重击·铁胆伤害,202.79%
丽贝卡,常态攻击,混搭战术,damage,空中攻击·铁胆伤害,104.78%
丽贝卡,常态攻击,混搭战术,damage,闪避反击·铁胆伤害,258.56%
丽贝卡,常态攻击,混搭战术,damage,战术闪避·铁胆伤害,101.40%
丽贝卡,常态攻击,混搭战术,damage,战术闪避·铁胆闪避成功伤害,148.71%
丽贝卡,共鸣技能,战术性调整,damage,共鸣技能·来发大的！伤害,23.66%+23.66%+23.66%+23.66%+35.49%+35.49%+35.49%+35.49%
丽贝卡,共鸣技能,战术性调整,damage,共鸣技能·有本事来抓我！伤害,23.66%+4.74%+23.66%+23.66%+137.22%+11.83%+11.83%
丽贝卡,共鸣回路,我要认真了！,damage,骇破响应·熔触伤害,2358.89%偏谐系数
丽贝卡,共鸣回路,我要认真了！,damage,哒哒哒！·猎手伤害,19.89%+19.89%+19.89%+318.10%+19.89%
丽贝卡,共鸣回路,我要认真了！,damage,砰砰砰！·铁胆伤害,278.34%
丽贝卡,共鸣解放,狂欢时间！,damage,【31型重机枪】伤害,24.30%
丽贝卡,共鸣解放,狂欢时间！,damage,【31型重机枪】威力提升1次伤害,48.60%
丽贝卡,共鸣解放,狂欢时间！,damage,【31型重机枪】威力提升2次伤害,72.90%
丽贝卡,共鸣解放,狂欢时间！,damage,大烟花！伤害,63.62%+572.58%
丽贝卡,变奏技能,到我了！,damage,呜呼，来发大的！伤害,27.04%+27.04%+27.04%+27.04%+27.04%+27.04%+40.56%+67.60%
丽贝卡,变奏技能,到我了！,damage,蠢货，有本事来抓我！伤害,10.14%+30.42%+40.56%+40.56%+40.56%+40.56%
达妮娅,常态攻击,织梦的飨宴,damage,普攻·布景之形第一段伤害,32.69%
达妮娅,常态攻击,织梦的飨宴,damage,普攻·布景之形第二段伤害,30.18%*2
达妮娅,常态攻击,织梦的飨宴,damage,普攻·布景之形第三段伤害,25.49%*3
达妮娅,常态攻击,织梦的飨宴,damage,普攻·布景之形第四段伤害,128.00%
达妮娅,常态攻击,织梦的飨宴,damage,重击·布景之形伤害,80.76%*2
达妮娅,常态攻击,织梦的飨宴,damage,空中攻击·布景之形伤害,29.59%+44.38%
达妮娅,常态攻击,织梦的飨宴,damage,闪避反击·布景之形伤害,49.35%*3
达妮娅,常态攻击,织梦的飨宴,damage,普攻·幻灭之形第一段伤害,36.51%
达妮娅,常态攻击,织梦的飨宴,damage,普攻·幻灭之形第二段伤害,37.51%+14.07%*4
达妮娅,常态攻击,织梦的飨宴,damage,普攻·幻灭之形第三段伤害,62.39%
达妮娅,常态攻击,织梦的飨宴,damage,普攻·幻灭之形第四段伤害,35.54%+82.92%
达妮娅,常态攻击,织梦的飨宴,damage,重击·幻灭之形伤害,137.06%
达妮娅,常态攻击,织梦的飨宴,damage,空中攻击·幻灭之形第一段伤害,36.51%
达妮娅,常态攻击,织梦的飨宴,damage,空中攻击·幻灭之形第二段伤害,37.51%+14.07%*4
达妮娅,常态攻击,织梦的飨宴,damage,空中攻击·幻灭之形第三段伤害,62.39%
达妮娅,常态攻击,织梦的飨宴,damage,空中攻击·幻灭之形第四段伤害,35.54%+82.92%
达妮娅,常态攻击,织梦的飨宴,damage,空中重击·幻灭之形伤害,29.59%+44.38%
达妮娅,常态攻击,织梦的飨宴,damage,闪避反击·幻灭之形伤害,108.08%
达妮娅,共鸣技能,泡沫蜜饵,damage,拟态泡泡·布景之形伤害,17.42%*3+52.25%
达妮娅,共鸣技能,泡沫蜜饵,damage,轻唤·幻灭之形伤害,31.10%+14.52%*5
达妮娅,共鸣技能,泡沫蜜饵,damage,放逐·幻灭之形第一段伤害,34.68%*3
达妮娅,共鸣技能,泡沫蜜饵,damage,放逐·幻灭之形第二段伤害,112.01%
达妮娅,共鸣回路,“天衣无缝”,damage,蚀域每次伤害,136.33%
达妮娅,共鸣解放,帷幕终景,damage,帷幕终景·布景之形伤害,397.62%
达妮娅,共鸣解放,帷幕终景,damage,帷幕终景·幻灭之形伤害,198.81%*4
达妮娅,变奏技能,谨此致访,damage,久疏问候！伤害,104.62%
达妮娅,变奏技能,谨此致访,damage,轻叩门扉伤害,51.74%*3
绯雪,常态攻击,灼樱刀术,damage,普攻·常世身第一段伤害,37.72%+37.72%
绯雪,常态攻击,灼樱刀术,damage,普攻·常世身第二段伤害,90.25%
绯雪,常态攻击,灼樱刀术,damage,普攻·常世身第三段伤害,4.92%*5+98.37%
绯雪,常态攻击,灼樱刀术,damage,重击·寒簇·常世身伤害,79.31%*2+158.61%
绯雪,常态攻击,灼樱刀术,damage,空中攻击·常世身伤害,128.18%
绯雪,常态攻击,灼樱刀术,damage,闪避反击·常世身伤害,173.75%
绯雪,常态攻击,灼樱刀术,damage,普攻·预求身第一段伤害,49.27%
绯雪,常态攻击,灼樱刀术,damage,普攻·预求身第二段伤害,40.02%+40.02%
绯雪,常态攻击,灼樱刀术,damage,普攻·预求身第三段伤害,25.16%*4+67.08%
绯雪,常态攻击,灼樱刀术,damage,普攻·预求身第四段伤害,29.93%+29.93%+29.93%+29.93%+29.93%
绯雪,常态攻击,灼樱刀术,damage,普攻·预求身第五段伤害,12.17%+109.47%
绯雪,常态攻击,灼樱刀术,damage,重击·预求身伤害,107.16%
绯雪,常态攻击,灼樱刀术,damage,重击·枯霜·预求身伤害,15.41%*8+493.05%
绯雪,常态攻击,灼樱刀术,damage,空中攻击·预求身第一段伤害,28.83%+28.83%+38.43%
绯雪,常态攻击,灼樱刀术,damage,空中攻击·预求身第二段伤害,26.09%+26.09%+26.09%+26.09%
绯雪,常态攻击,灼樱刀术,damage,空中下落攻击·预求身伤害,111.60%
绯雪,常态攻击,灼樱刀术,damage,闪避反击·预求身伤害,81.77%+81.77%
绯雪,共鸣技能,霜罚,damage,共鸣技能·常世身伤害,24.50%*4+97.98%
绯雪,共鸣技能,霜罚,damage,霜罚·白玉切伤害,66.01%*4
绯雪,共鸣技能,霜罚,damage,霜罚·落华伤害,64.02%*4+64.02%
绯雪,共鸣回路,万世霜天,damage,普攻·居合伤害,283.82%+47.31%*4
绯雪,共鸣解放,预求我身,damage,预求我身·见心伤害,397.62%
绯雪,共鸣解放,预求我身,damage,预求我身·归刃基础伤害,198.81%+795.24%
绯雪,共鸣解放,预求我身,damage,每点【锻雪·归刃】共增加预求我身·归刃伤害,795.24%
绯雪,变奏技能,霜锋,damage,技能伤害,156.15%
西格莉卡,常态攻击,一、二、三……,damage,普攻第一段伤害,52.97%
西格莉卡,常态攻击,一、二、三……,damage,普攻第二段伤害,50.34%+50.34%
西格莉卡,常态攻击,一、二、三……,damage,普攻第三段伤害,33.41%+33.41%+44.54%
西格莉卡,常态攻击,一、二、三……,damage,普攻第四段伤害,41.36%+51.70%+51.70%+62.03%
西格莉卡,常态攻击,一、二、三……,damage,普攻·明悟伤害,61.56%*3+123.11%
西格莉卡,常态攻击,一、二、三……,damage,重击伤害,58.14%*2
西格莉卡,常态攻击,一、二、三……,damage,空中攻击伤害,104.78%
西格莉卡,常态攻击,一、二、三……,damage,闪避反击伤害,65.91%+65.91%+87.88%
西格莉卡,常态攻击,一、二、三……,damage,空中闪避反击伤害,206.17%
西格莉卡,常态攻击,一、二、三……,damage,闪避反击·解读伤害,61.56%*3+123.11%
西格莉卡,共鸣技能,罗伊近身格斗技,damage,嘭嘭！伤害,28.63%+28.63%+28.63%+57.26%
西格莉卡,共鸣技能,罗伊近身格斗技,damage,大嘭嘭！伤害,28.81%*4+172.85%
西格莉卡,共鸣技能,罗伊近身格斗技,damage,日灵帮帮忙伤害,27.83%*3+194.77%
西格莉卡,共鸣回路,在那浩瀚中,damage,重击·符语本源伤害,132.51%
西格莉卡,共鸣回路,在那浩瀚中,damage,符语爆破伤害,117.67%+205.92%+264.75%
西格莉卡,共鸣回路,在那浩瀚中,damage,符语链刃伤害,49.70%*4+66.26%*3
西格莉卡,共鸣回路,在那浩瀚中,damage,符语日灵伤害,39.76%+59.63%*4+119.26%
西格莉卡,共鸣回路,在那浩瀚中,damage,共鸣回路·我即语义伤害,302.87%+908.61%
西格莉卡,共鸣解放,如那期望般！,damage,技能伤害,861.43%
西格莉卡,变奏技能,昭日的语源,damage,技能伤害,163.42%
爱弥斯,常态攻击,校准无垠,damage,普攻·爱弥斯第一段伤害,46.35%
爱弥斯,常态攻击,校准无垠,damage,普攻·爱弥斯第二段伤害,13.89%+20.84%+34.73%
爱弥斯,常态攻击,校准无垠,damage,普攻·爱弥斯第三段伤害,9.32%*3+18.63%+46.56%
爱弥斯,常态攻击,校准无垠,damage,普攻·爱弥斯第四段伤害,6.73%*5+100.94%
爱弥斯,常态攻击,校准无垠,damage,重击·爱弥斯·一段蓄力伤害,18.57%+74.26%
爱弥斯,常态攻击,校准无垠,damage,重击·爱弥斯·二段蓄力伤害,11.60%*4+185.60%
爱弥斯,常态攻击,校准无垠,damage,空中攻击·爱弥斯伤害,86.29%
